gsw_path,s1_path,block_id,group_id,window_index,window,water,not_water,no_data,dataset
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_26d4594736757_lat_-27d2090793296-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_26d4594736757_lat_-27d2090793296-201507.tif,block_26_-27,group_26.46_-27.21,0,"(0, 0, 192, 192)",0.03268771701388889,0.9651963975694444,0.0021158854166666665,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_26d4594736757_lat_-27d2090793296-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_26d4594736757_lat_-27d2090793296-201507.tif,block_26_-27,group_26.46_-27.21,1,"(0, 192, 192, 192)",0.0683322482638889,0.91943359375,0.012234157986111112,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_0d1588078241_lat_8d2472808330-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_0d1588078241_lat_8d2472808330-201511.tif,block_0_8,group_0.16_8.25,1,"(0, 192, 192, 192)",0.5122884114583334,0.4877115885416667,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_0d1588078241_lat_8d2472808330-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_0d1588078241_lat_8d2472808330-201511.tif,block_0_8,group_0.16_8.25,3,"(192, 192, 192, 192)",0.54150390625,0.45849609375,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-6d6941689027_lat_30d9619539035-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-6d6941689027_lat_30d9619539035-201505.tif,block_-6_30,group_-6.69_30.96,0,"(0, 0, 192, 192)",0.23331705729166666,0.7666829427083334,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-6d6941689027_lat_30d9619539035-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-6d6941689027_lat_30d9619539035-201505.tif,block_-6_30,group_-6.69_30.96,1,"(0, 192, 192, 192)",0.2789171006944444,0.7210828993055556,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-6d6941689027_lat_30d9619539035-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-6d6941689027_lat_30d9619539035-201505.tif,block_-6_30,group_-6.69_30.96,2,"(192, 0, 192, 192)",0.07389322916666667,0.9261067708333334,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-6d6941689027_lat_30d9619539035-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-6d6941689027_lat_30d9619539035-201505.tif,block_-6_30,group_-6.69_30.96,3,"(192, 192, 192, 192)",0.057671440972222224,0.9423285590277778,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d3614171571_lat_-32d6665904190-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_28d3614171571_lat_-32d6665904190-201511.tif,block_28_-32,group_28.36_-32.67,2,"(192, 0, 192, 192)",0.0752224392361111,0.9155002170138888,0.00927734375,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d3614171571_lat_-32d6665904190-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_28d3614171571_lat_-32d6665904190-201511.tif,block_28_-32,group_28.36_-32.67,3,"(192, 192, 192, 192)",0.0869140625,0.8959147135416666,0.017171223958333332,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d4480908528_lat_-8d6109022597-201508.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_28d4480908528_lat_-8d6109022597-201508.tif,block_28_-8,group_28.45_-8.61,3,"(192, 192, 192, 192)",0.036946614583333336,0.9630533854166666,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_5d8531660946_lat_8d7564506814-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_5d8531660946_lat_8d7564506814-201509.tif,block_5_8,group_5.85_8.76,1,"(0, 192, 192, 192)",0.1435818142361111,0.7470160590277778,0.1094021267361111,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_5d8531660946_lat_8d7564506814-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_5d8531660946_lat_8d7564506814-201509.tif,block_5_8,group_5.85_8.76,3,"(192, 192, 192, 192)",0.119140625,0.8800455729166666,0.0008138020833333334,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_14d0062500784_lat_8d9367647866-201501.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_14d0062500784_lat_8d9367647866-201501.tif,block_14_8,group_14.01_8.94,1,"(0, 192, 192, 192)",0.14656575520833334,0.819580078125,0.033854166666666664,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_30d8798708071_lat_28d6357255441-201501.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_30d8798708071_lat_28d6357255441-201501.tif,block_30_28,group_30.88_28.64,0,"(0, 0, 192, 192)",0.16517469618055555,0.8329264322916666,0.0018988715277777778,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_30d8798708071_lat_28d6357255441-201501.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_30d8798708071_lat_28d6357255441-201501.tif,block_30_28,group_30.88_28.64,1,"(0, 192, 192, 192)",0.026340060763888888,0.9736599392361112,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_8d0504699214_lat_11d6924538603-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_8d0504699214_lat_11d6924538603-201509.tif,block_8_11,group_8.05_11.69,0,"(0, 0, 192, 192)",0.19840494791666666,0.6138780381944444,0.1877170138888889,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_8d0504699214_lat_11d6924538603-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_8d0504699214_lat_11d6924538603-201509.tif,block_8_11,group_8.05_11.69,1,"(0, 192, 192, 192)",0.3017306857638889,0.5575358072916666,0.14073350694444445,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_8d0504699214_lat_11d6924538603-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_8d0504699214_lat_11d6924538603-201509.tif,block_8_11,group_8.05_11.69,3,"(192, 192, 192, 192)",0.011745876736111112,0.9807671440972222,0.007486979166666667,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_27d3890291590_lat_-25d7303373562-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_27d3890291590_lat_-25d7303373562-201503.tif,block_27_-25,group_27.39_-25.73,1,"(0, 192, 192, 192)",0.009901258680555556,0.9900987413194444,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_27d3890291590_lat_-25d7303373562-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_27d3890291590_lat_-25d7303373562-201503.tif,block_27_-25,group_27.39_-25.73,2,"(192, 0, 192, 192)",0.018581814236111112,0.9804416232638888,0.0009765625,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_27d3890291590_lat_-25d7303373562-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_27d3890291590_lat_-25d7303373562-201503.tif,block_27_-25,group_27.39_-25.73,3,"(192, 192, 192, 192)",0.012044270833333334,0.9879557291666666,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_29d4068122454_lat_-24d8447589753-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_29d4068122454_lat_-24d8447589753-201506.tif,block_29_-24,group_29.41_-24.84,1,"(0, 192, 192, 192)",0.475341796875,0.524169921875,0.00048828125,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_29d4068122454_lat_-24d8447589753-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_29d4068122454_lat_-24d8447589753-201506.tif,block_29_-24,group_29.41_-24.84,3,"(192, 192, 192, 192)",0.3145616319444444,0.6844618055555556,0.0009765625,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-0d5214987381_lat_11d5718081351-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-0d5214987381_lat_11d5718081351-201504.tif,block_-0_11,group_-0.52_11.57,0,"(0, 0, 192, 192)",0.04139539930555555,0.9586046006944444,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_23d5495816141_lat_-18d5152998647-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_23d5495816141_lat_-18d5152998647-201509.tif,block_23_-18,group_23.55_-18.52,1,"(0, 192, 192, 192)",0.030815972222222224,0.9691840277777778,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_23d5495816141_lat_-18d5152998647-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_23d5495816141_lat_-18d5152998647-201509.tif,block_23_-18,group_23.55_-18.52,2,"(192, 0, 192, 192)",0.04185655381944445,0.9581434461805556,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_23d5495816141_lat_-18d5152998647-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_23d5495816141_lat_-18d5152998647-201509.tif,block_23_-18,group_23.55_-18.52,3,"(192, 192, 192, 192)",0.106689453125,0.893310546875,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_4d5190980979_lat_10d6336906172-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_4d5190980979_lat_10d6336906172-201511.tif,block_4_10,group_4.52_10.63,0,"(0, 0, 192, 192)",0.06523980034722222,0.9347601996527778,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_4d5190980979_lat_10d6336906172-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_4d5190980979_lat_10d6336906172-201511.tif,block_4_10,group_4.52_10.63,1,"(0, 192, 192, 192)",0.4831000434027778,0.5168999565972222,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d3640921408_lat_-26d1423264116-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_28d3640921408_lat_-26d1423264116-201504.tif,block_28_-26,group_28.36_-26.14,0,"(0, 0, 192, 192)",0.019721137152777776,0.9747178819444444,0.005560980902777778,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d3640921408_lat_-26d1423264116-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_28d3640921408_lat_-26d1423264116-201504.tif,block_28_-26,group_28.36_-26.14,1,"(0, 192, 192, 192)",0.07359483506944445,0.9192165798611112,0.007188585069444444,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-14d0541570100_lat_16d2490483066-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-14d0541570100_lat_16d2490483066-201503.tif,block_-14_16,group_-14.05_16.25,0,"(0, 0, 192, 192)",0.009141710069444444,0.9858127170138888,0.005045572916666667,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-14d0541570100_lat_16d2490483066-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-14d0541570100_lat_16d2490483066-201503.tif,block_-14_16,group_-14.05_16.25,2,"(192, 0, 192, 192)",0.049750434027777776,0.9500054253472222,0.000244140625,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-14d0541570100_lat_16d2490483066-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-14d0541570100_lat_16d2490483066-201503.tif,block_-14_16,group_-14.05_16.25,3,"(192, 192, 192, 192)",0.054009331597222224,0.9459906684027778,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_39d6476021536_lat_-16d3428373487-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_39d6476021536_lat_-16d3428373487-201512.tif,block_39_-16,group_39.65_-16.34,1,"(0, 192, 192, 192)",0.009847005208333334,0.9901529947916666,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_39d6476021536_lat_-16d3428373487-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_39d6476021536_lat_-16d3428373487-201512.tif,block_39_-16,group_39.65_-16.34,3,"(192, 192, 192, 192)",0.04909939236111111,0.9509006076388888,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_21d4314382998_lat_-28d4517012408-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_21d4314382998_lat_-28d4517012408-201506.tif,block_21_-28,group_21.43_-28.45,0,"(0, 0, 192, 192)",0.07649739583333333,0.9125434027777778,0.010959201388888888,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_21d4314382998_lat_-28d4517012408-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_21d4314382998_lat_-28d4517012408-201506.tif,block_21_-28,group_21.43_-28.45,2,"(192, 0, 192, 192)",0.028347439236111112,0.965576171875,0.006076388888888889,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_8d2465618454_lat_34d9346316384-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_8d2465618454_lat_34d9346316384-201504.tif,block_8_34,group_8.25_34.93,0,"(0, 0, 192, 192)",0.11881510416666667,0.8756510416666666,0.005533854166666667,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_8d2465618454_lat_34d9346316384-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_8d2465618454_lat_34d9346316384-201504.tif,block_8_34,group_8.25_34.93,1,"(0, 192, 192, 192)",0.05612521701388889,0.9421929253472222,0.001681857638888889,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_30d8330235830_lat_28d5391110334-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_30d8330235830_lat_28d5391110334-201507.tif,block_30_28,group_30.83_28.54,1,"(0, 192, 192, 192)",0.0842013888888889,0.9157986111111112,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_30d8330235830_lat_28d5391110334-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_30d8330235830_lat_28d5391110334-201507.tif,block_30_28,group_30.83_28.54,2,"(192, 0, 192, 192)",0.3494466145833333,0.6505533854166666,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_30d8330235830_lat_28d5391110334-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_30d8330235830_lat_28d5391110334-201507.tif,block_30_28,group_30.83_28.54,3,"(192, 192, 192, 192)",0.1714409722222222,0.8285590277777778,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_26d5837010605_lat_-27d0362194539-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_26d5837010605_lat_-27d0362194539-201504.tif,block_26_-27,group_26.58_-27.04,3,"(192, 192, 192, 192)",0.05189344618055555,0.9462348090277778,0.0018717447916666667,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_29d5559649195_lat_-26d3481838875-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_29d5559649195_lat_-26d3481838875-201504.tif,block_29_-26,group_29.56_-26.35,0,"(0, 0, 192, 192)",0.0690646701388889,0.9309353298611112,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_35d1095474211_lat_-21d3859552645-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_35d1095474211_lat_-21d3859552645-201512.tif,block_35_-21,group_35.11_-21.39,2,"(192, 0, 192, 192)",0.08124457465277778,0.9187554253472222,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_9d1791929021_lat_31d7001618781-201502.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_9d1791929021_lat_31d7001618781-201502.tif,block_9_31,group_9.18_31.7,2,"(192, 0, 192, 192)",0.08821614583333333,0.8977593315972222,0.014024522569444444,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_22d0068802356_lat_-28d9036280280-201510.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_22d0068802356_lat_-28d9036280280-201510.tif,block_22_-28,group_22.01_-28.9,0,"(0, 0, 192, 192)",0.05520290798611111,0.9447970920138888,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_22d0068802356_lat_-28d9036280280-201510.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_22d0068802356_lat_-28d9036280280-201510.tif,block_22_-28,group_22.01_-28.9,2,"(192, 0, 192, 192)",0.062201605902777776,0.9377983940972222,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_25d4153999576_lat_-30d6047223390-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_25d4153999576_lat_-30d6047223390-201507.tif,block_25_-30,group_25.42_-30.6,2,"(192, 0, 192, 192)",0.08675130208333333,0.78662109375,0.12662760416666666,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d3108344172_lat_-26d9068868460-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_28d3108344172_lat_-26d9068868460-201504.tif,block_28_-26,group_28.31_-26.91,0,"(0, 0, 192, 192)",0.012179904513888888,0.9865180121527778,0.0013020833333333333,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d3108344172_lat_-26d9068868460-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_28d3108344172_lat_-26d9068868460-201504.tif,block_28_-26,group_28.31_-26.91,1,"(0, 192, 192, 192)",0.1342230902777778,0.8629557291666666,0.0028211805555555555,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d3108344172_lat_-26d9068868460-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_28d3108344172_lat_-26d9068868460-201504.tif,block_28_-26,group_28.31_-26.91,3,"(192, 192, 192, 192)",0.08783637152777778,0.9088812934027778,0.0032823350694444445,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-4d7649703241_lat_32d8007519832-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-4d7649703241_lat_32d8007519832-201511.tif,block_-4_32,group_-4.76_32.8,0,"(0, 0, 192, 192)",0.20692274305555555,0.7840983072916666,0.008978949652777778,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-4d7649703241_lat_32d8007519832-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-4d7649703241_lat_32d8007519832-201511.tif,block_-4_32,group_-4.76_32.8,3,"(192, 192, 192, 192)",0.07486979166666667,0.9135470920138888,0.011583116319444444,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-7d1204854830_lat_12d2089003491-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-7d1204854830_lat_12d2089003491-201505.tif,block_-7_12,group_-7.12_12.21,2,"(192, 0, 192, 192)",0.038818359375,0.961181640625,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-7d1204854830_lat_12d2089003491-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-7d1204854830_lat_12d2089003491-201505.tif,block_-7_12,group_-7.12_12.21,3,"(192, 192, 192, 192)",0.025092230902777776,0.9749077690972222,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_17d9902188830_lat_1d3312226070-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_17d9902188830_lat_1d3312226070-201511.tif,block_17_1,group_17.99_1.33,1,"(0, 192, 192, 192)",0.3440212673611111,0.4549967447916667,0.2009819878472222,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_17d9902188830_lat_1d3312226070-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_17d9902188830_lat_1d3312226070-201511.tif,block_17_1,group_17.99_1.33,2,"(192, 0, 192, 192)",0.019694010416666668,0.7663302951388888,0.21397569444444445,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d8940823561_lat_-26d0994901735-201508.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_28d8940823561_lat_-26d0994901735-201508.tif,block_28_-26,group_28.89_-26.1,1,"(0, 192, 192, 192)",0.021023220486111112,0.9789767795138888,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d8940823561_lat_-26d0994901735-201508.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_28d8940823561_lat_-26d0994901735-201508.tif,block_28_-26,group_28.89_-26.1,3,"(192, 192, 192, 192)",0.042399088541666664,0.9576009114583334,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_29d5794263993_lat_-26d2785585158-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_29d5794263993_lat_-26d2785585158-201503.tif,block_29_-26,group_29.58_-26.28,0,"(0, 0, 192, 192)",0.062201605902777776,0.9373101128472222,0.00048828125,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_29d5794263993_lat_-26d2785585158-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_29d5794263993_lat_-26d2785585158-201503.tif,block_29_-26,group_29.58_-26.28,1,"(0, 192, 192, 192)",0.02294921875,0.97705078125,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-15d3562881681_lat_12d8532017582-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-15d3562881681_lat_12d8532017582-201503.tif,block_-15_12,group_-15.36_12.85,1,"(0, 192, 192, 192)",0.3471950954861111,0.6528049045138888,0.0,africa
