gsw_path,s1_path,block_id,group_id,water,not_water,no_data,dataset
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d3614171571_lat_-32d6665904190-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_28d3614171571_lat_-32d6665904190-201511.tif,block_28_-32,group_28.36_-32.67,0.06937408447265625,0.9194183349609375,0.01120758056640625,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d4480908528_lat_-8d6109022597-201508.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_28d4480908528_lat_-8d6109022597-201508.tif,block_28_-8,group_28.45_-8.61,0.108917236328125,0.891082763671875,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_5d8531660946_lat_8d7564506814-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_5d8531660946_lat_8d7564506814-201509.tif,block_5_8,group_5.85_8.76,0.12891769409179688,0.7585182189941406,0.1125640869140625,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_14d0062500784_lat_8d9367647866-201501.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_14d0062500784_lat_8d9367647866-201501.tif,block_14_8,group_14.01_8.94,0.0242767333984375,0.9661026000976562,0.00962066650390625,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_30d8798708071_lat_28d6357255441-201501.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_30d8798708071_lat_28d6357255441-201501.tif,block_30_28,group_30.88_28.64,0.0269317626953125,0.9649581909179688,0.00811004638671875,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_8d0504699214_lat_11d6924538603-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_8d0504699214_lat_11d6924538603-201509.tif,block_8_11,group_8.05_11.69,0.19402694702148438,0.7480010986328125,0.057971954345703125,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_35d3289818748_lat_-4d3343159547-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_35d3289818748_lat_-4d3343159547-201512.tif,block_35_-4,group_35.33_-4.33,0.07259750366210938,0.9274024963378906,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_27d3890291590_lat_-25d7303373562-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_27d3890291590_lat_-25d7303373562-201503.tif,block_27_-25,group_27.39_-25.73,0.018962860107421875,0.9808883666992188,0.000148773193359375,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_29d4068122454_lat_-24d8447589753-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_29d4068122454_lat_-24d8447589753-201506.tif,block_29_-24,group_29.41_-24.84,0.17097854614257812,0.8287239074707031,0.00029754638671875,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-0d5214987381_lat_11d5718081351-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-0d5214987381_lat_11d5718081351-201504.tif,block_-0_11,group_-0.52_11.57,0.00582122802734375,0.9941787719726562,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_33d3994735222_lat_-21d4471876780-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_33d3994735222_lat_-21d4471876780-201504.tif,block_33_-21,group_33.4_-21.45,0.035327911376953125,0.9646720886230469,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-4d3526326415_lat_29d6029403347-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-4d3526326415_lat_29d6029403347-201507.tif,block_-4_29,group_-4.35_29.6,0.00939178466796875,0.9906082153320312,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_23d5495816141_lat_-18d5152998647-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_23d5495816141_lat_-18d5152998647-201509.tif,block_23_-18,group_23.55_-18.52,0.1186676025390625,0.8813323974609375,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_4d5190980979_lat_10d6336906172-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_4d5190980979_lat_10d6336906172-201511.tif,block_4_10,group_4.52_10.63,0.1457366943359375,0.8542633056640625,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d3640921408_lat_-26d1423264116-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_28d3640921408_lat_-26d1423264116-201504.tif,block_28_-26,group_28.36_-26.14,0.0195770263671875,0.97802734375,0.0023956298828125,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-14d0541570100_lat_16d2490483066-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-14d0541570100_lat_16d2490483066-201503.tif,block_-14_16,group_-14.05_16.25,0.0237884521484375,0.9754676818847656,0.000743865966796875,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_39d6476021536_lat_-16d3428373487-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_39d6476021536_lat_-16d3428373487-201512.tif,block_39_-16,group_39.65_-16.34,0.013973236083984375,0.9860267639160156,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_23d7562710738_lat_-29d2841595942-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_23d7562710738_lat_-29d2841595942-201505.tif,block_23_-29,group_23.76_-29.28,0.017787933349609375,0.9714851379394531,0.0107269287109375,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_24d5437869520_lat_-31d2699248684-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_24d5437869520_lat_-31d2699248684-201509.tif,block_24_-31,group_24.54_-31.27,0.015377044677734375,0.9829177856445312,0.001705169677734375,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_21d4314382998_lat_-28d4517012408-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_21d4314382998_lat_-28d4517012408-201506.tif,block_21_-28,group_21.43_-28.45,0.014743804931640625,0.9828376770019531,0.00241851806640625,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_8d2465618454_lat_34d9346316384-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_8d2465618454_lat_34d9346316384-201504.tif,block_8_34,group_8.25_34.93,0.024600982666015625,0.9743843078613281,0.00101470947265625,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-7d6262895056_lat_32d5210397432-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-7d6262895056_lat_32d5210397432-201511.tif,block_-7_32,group_-7.63_32.52,0.07114410400390625,0.9285354614257812,0.0003204345703125,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_30d8330235830_lat_28d5391110334-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_30d8330235830_lat_28d5391110334-201507.tif,block_30_28,group_30.83_28.54,0.111328125,0.888671875,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_26d5837010605_lat_-27d0362194539-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_26d5837010605_lat_-27d0362194539-201504.tif,block_26_-27,group_26.58_-27.04,0.016666412353515625,0.9825096130371094,0.000823974609375,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-2d3195607139_lat_32d3531342462-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-2d3195607139_lat_32d3531342462-201506.tif,block_-2_32,group_-2.32_32.35,0.01006317138671875,0.9899368286132812,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_27d7709236804_lat_-29d3191705592-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_27d7709236804_lat_-29d3191705592-201503.tif,block_27_-29,group_27.77_-29.32,0.010707855224609375,0.98809814453125,0.001194000244140625,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_29d5559649195_lat_-26d3481838875-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_29d5559649195_lat_-26d3481838875-201504.tif,block_29_-26,group_29.56_-26.35,0.010692596435546875,0.9893074035644531,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_35d1095474211_lat_-21d3859552645-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_35d1095474211_lat_-21d3859552645-201512.tif,block_35_-21,group_35.11_-21.39,0.184600830078125,0.815399169921875,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_9d1791929021_lat_31d7001618781-201502.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_9d1791929021_lat_31d7001618781-201502.tif,block_9_31,group_9.18_31.7,0.0124053955078125,0.9839973449707031,0.003597259521484375,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_22d0068802356_lat_-28d9036280280-201510.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_22d0068802356_lat_-28d9036280280-201510.tif,block_22_-28,group_22.01_-28.9,0.02440643310546875,0.9755935668945312,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_25d4153999576_lat_-30d6047223390-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_25d4153999576_lat_-30d6047223390-201507.tif,block_25_-30,group_25.42_-30.6,0.024105072021484375,0.8252334594726562,0.15066146850585938,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d3108344172_lat_-26d9068868460-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_28d3108344172_lat_-26d9068868460-201504.tif,block_28_-26,group_28.31_-26.91,0.11275482177734375,0.8838424682617188,0.0034027099609375,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-6d3033445385_lat_32d1550078047-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-6d3033445385_lat_32d1550078047-201506.tif,block_-6_32,group_-6.3_32.16,0.027130126953125,0.972869873046875,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-4d7649703241_lat_32d8007519832-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-4d7649703241_lat_32d8007519832-201511.tif,block_-4_32,group_-4.76_32.8,0.19666290283203125,0.7943038940429688,0.009033203125,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-7d1204854830_lat_12d2089003491-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-7d1204854830_lat_12d2089003491-201505.tif,block_-7_12,group_-7.12_12.21,0.012416839599609375,0.9875831604003906,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_17d9902188830_lat_1d3312226070-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_17d9902188830_lat_1d3312226070-201511.tif,block_17_1,group_17.99_1.33,0.10344696044921875,0.6571807861328125,0.23937225341796875,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d8940823561_lat_-26d0994901735-201508.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_28d8940823561_lat_-26d0994901735-201508.tif,block_28_-26,group_28.89_-26.1,0.01396942138671875,0.9858474731445312,0.00018310546875,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_29d5794263993_lat_-26d2785585158-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_29d5794263993_lat_-26d2785585158-201503.tif,block_29_-26,group_29.58_-26.28,0.015140533447265625,0.9847908020019531,6.866455078125e-05,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-15d3562881681_lat_12d8532017582-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-15d3562881681_lat_12d8532017582-201503.tif,block_-15_12,group_-15.36_12.85,0.2608909606933594,0.7391090393066406,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-14d2688749170_lat_11d9422395202-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-14d2688749170_lat_11d9422395202-201511.tif,block_-14_11,group_-14.27_11.94,0.02005767822265625,0.9799423217773438,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_15d2991413815_lat_31d8353655777-201508.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_15d2991413815_lat_31d8353655777-201508.tif,block_15_31,group_15.3_31.84,0.025485992431640625,0.9741058349609375,0.000408172607421875,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-9d1400178596_lat_30d0564730400-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-9d1400178596_lat_30d0564730400-201505.tif,block_-9_30,group_-9.14_30.06,0.01251983642578125,0.9874801635742188,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-1d5123990082_lat_13d3053652813-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-1d5123990082_lat_13d3053652813-201512.tif,block_-1_13,group_-1.51_13.31,0.040264129638671875,0.9596405029296875,9.5367431640625e-05,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-5d6856617276_lat_34d4641331563-201502.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-5d6856617276_lat_34d4641331563-201502.tif,block_-5_34,group_-5.69_34.46,0.023712158203125,0.9363479614257812,0.03993988037109375,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_39d8967964280_lat_-16d3540708008-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_39d8967964280_lat_-16d3540708008-201506.tif,block_39_-16,group_39.9_-16.35,0.2061309814453125,0.7938003540039062,6.866455078125e-05,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-10d6189118614_lat_28d2469906437-201510.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-10d6189118614_lat_28d2469906437-201510.tif,block_-10_28,group_-10.62_28.25,0.011806488037109375,0.9880447387695312,0.000148773193359375,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-10d7314807243_lat_28d8865776489-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-10d7314807243_lat_28d8865776489-201505.tif,block_-10_28,group_-10.73_28.89,0.17961502075195312,0.8203201293945312,6.4849853515625e-05,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_22d1505712533_lat_-28d9099636145-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_22d1505712533_lat_-28d9099636145-201512.tif,block_22_-28,group_22.15_-28.91,0.02025604248046875,0.9797439575195312,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_23d9858229802_lat_-16d9774527407-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_23d9858229802_lat_-16d9774527407-201504.tif,block_23_-16,group_23.99_-16.98,0.053134918212890625,0.9467086791992188,0.000156402587890625,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_25d9036167056_lat_-30d5714296833-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_25d9036167056_lat_-30d5714296833-201505.tif,block_25_-30,group_25.9_-30.57,0.267059326171875,0.72174072265625,0.011199951171875,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-10d9511133957_lat_28d1090250661-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-10d9511133957_lat_28d1090250661-201503.tif,block_-10_28,group_-10.95_28.11,0.151031494140625,0.848968505859375,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_31d1349826818_lat_-24d0898774560-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_31d1349826818_lat_-24d0898774560-201511.tif,block_31_-24,group_31.13_-24.09,0.025482177734375,0.974517822265625,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_0d6125948004_lat_15d4879745406-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_0d6125948004_lat_15d4879745406-201505.tif,block_0_15,group_0.61_15.49,0.061832427978515625,0.9381675720214844,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-0d9798868026_lat_9d8602362391-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-0d9798868026_lat_9d8602362391-201512.tif,block_-0_9,group_-0.98_9.86,0.01575469970703125,0.9842453002929688,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_29d3880502004_lat_-30d2526682022-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_29d3880502004_lat_-30d2526682022-201505.tif,block_29_-30,group_29.39_-30.25,0.02602386474609375,0.9725799560546875,0.00139617919921875,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-15d0266497990_lat_16d7033102116-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-15d0266497990_lat_16d7033102116-201511.tif,block_-15_16,group_-15.03_16.7,0.2938194274902344,0.7061805725097656,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-4d9079767116_lat_33d5821369402-201502.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-4d9079767116_lat_33d5821369402-201502.tif,block_-4_33,group_-4.91_33.58,0.010051727294921875,0.9609909057617188,0.028957366943359375,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_30d3806243467_lat_29d1614750828-201501.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_30d3806243467_lat_29d1614750828-201501.tif,block_30_29,group_30.38_29.16,0.28192138671875,0.657257080078125,0.060821533203125,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_29d7652848978_lat_-27d0888511270-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_29d7652848978_lat_-27d0888511270-201509.tif,block_29_-27,group_29.77_-27.09,0.018939971923828125,0.980865478515625,0.000194549560546875,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-15d0398578970_lat_11d0656764172-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-15d0398578970_lat_11d0656764172-201511.tif,block_-15_11,group_-15.04_11.07,0.0147247314453125,0.9852752685546875,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_19d3716071200_lat_-33d8531271180-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_19d3716071200_lat_-33d8531271180-201509.tif,block_19_-33,group_19.37_-33.85,0.0143280029296875,0.9855461120605469,0.000125885009765625,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-14d0033273130_lat_16d3330964414-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-14d0033273130_lat_16d3330964414-201506.tif,block_-14_16,group_-14.0_16.33,0.018466949462890625,0.9815330505371094,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_0d8079307169_lat_14d7909012029-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_0d8079307169_lat_14d7909012029-201507.tif,block_0_14,group_0.81_14.79,0.017650604248046875,0.9823493957519531,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-5d1003890293_lat_34d0338537676-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-5d1003890293_lat_34d0338537676-201503.tif,block_-5_34,group_-5.1_34.03,0.0546875,0.9364395141601562,0.00887298583984375,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_8d4456125255_lat_11d4910094829-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_8d4456125255_lat_11d4910094829-201511.tif,block_8_11,group_8.45_11.49,0.18929290771484375,0.8107070922851562,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_1d6101043868_lat_33d3271541297-201502.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_1d6101043868_lat_33d3271541297-201502.tif,block_1_33,group_1.61_33.33,0.040191650390625,0.949432373046875,0.0103759765625,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_19d4747002012_lat_-32d9252672380-201510.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_19d4747002012_lat_-32d9252672380-201510.tif,block_19_-32,group_19.47_-32.93,0.015651702880859375,0.9843482971191406,0.0,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d3115817223_lat_-26d1632691736-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_28d3115817223_lat_-26d1632691736-201507.tif,block_28_-26,group_28.31_-26.16,0.034633636474609375,0.9508590698242188,0.014507293701171875,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_27d4392685917_lat_-25d7301191692-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_27d4392685917_lat_-25d7301191692-201509.tif,block_27_-25,group_27.44_-25.73,0.019756317138671875,0.9296684265136719,0.05057525634765625,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_31d7154773967_lat_-26d0193349952-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_31d7154773967_lat_-26d0193349952-201505.tif,block_31_-26,group_31.72_-26.02,0.0602874755859375,0.938995361328125,0.0007171630859375,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_30d3826696800_lat_-26d2727998482-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_30d3826696800_lat_-26d2727998482-201511.tif,block_30_-26,group_30.38_-26.27,0.009601593017578125,0.9895782470703125,0.000820159912109375,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_39d7705232881_lat_-16d3034378685-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_39d7705232881_lat_-16d3034378685-201509.tif,block_39_-16,group_39.77_-16.3,0.2223358154296875,0.7769966125488281,0.000667572021484375,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_30d0857875380_lat_-22d7199127048-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_30d0857875380_lat_-22d7199127048-201504.tif,block_30_-22,group_30.09_-22.72,0.08129501342773438,0.9172935485839844,0.00141143798828125,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_34d4816943363_lat_11d5653235826-201501.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_34d4816943363_lat_11d5653235826-201501.tif,block_34_11,group_34.48_11.57,0.3323554992675781,0.6656494140625,0.001995086669921875,africa
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_32d5650527216_lat_-2d5605221955-201501.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_32d5650527216_lat_-2d5605221955-201501.tif,block_32_-2,group_32.57_-2.56,0.0108489990234375,0.9871253967285156,0.002025604248046875,africa
