year,month,aoi,crs,block_id,group_id,lat,lon,water,not_water,no_data,water_score,timestamp,lat_id,lon_id,tile_id,gsw_path,s1_path,water_tag,data_split
2015,8,africa_mtn,EPSG:32628,block_-13_10,group_-13.05_10.10,10.09520435333252,-13.049627304077148,0.010402679443359377,0.9895973205566406,0.0,0.01052249129861593,1438387142656.0,lat_10.0952040492,lon_-13.0496275840,lon_-13d0496275840_lat_10d0952040492-201508,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_-13d0496275840_lat_10d0952040492-201508.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_-13d0496275840_lat_10d0952040492-201508.tif,low,train
2015,8,africa_mtn,EPSG:32735,block_25_-34,group_24.61_-34.17,-34.165977478027344,24.614660263061523,0.2173309326171875,0.7738990783691406,0.008769989013671875,0.22012445330619806,1438387142656.0,lat_-34.1659780171,lon_24.6146601686,lon_24d6146601686_lat_-34d1659780171-201508,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_24d6146601686_lat_-34d1659780171-201508.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_24d6146601686_lat_-34d1659780171-201508.tif,high,train
2015,11,africa_mtn,EPSG:32736,block_31_-29,group_31.45_-28.76,-28.763288497924805,31.45070838928223,0.1869468688964844,0.7351417541503906,0.077911376953125,0.2083301842212677,1446336004096.0,lat_-28.7632877466,lon_31.4507083337,lon_31d4507083337_lat_-28d7632877466-201511,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_31d4507083337_lat_-28d7632877466-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_31d4507083337_lat_-28d7632877466-201511.tif,high,train
2015,10,africa_mtn,EPSG:32734,block_23_-33,group_22.60_-33.49,-33.493186950683594,22.599889755249023,0.08278274536132812,0.9163551330566406,0.00086212158203125,0.08626928180456161,1443657547776.0,lat_-33.4931859987,lon_22.5998896684,lon_22d5998896684_lat_-33d4931859987-201510,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_22d5998896684_lat_-33d4931859987-201510.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_22d5998896684_lat_-33d4931859987-201510.tif,medium,train
2015,6,africa,EPSG:32734,block_19_-33,group_19.27_-33.21,-33.20702362060547,19.266817092895508,0.042560577392578125,0.9572372436523438,0.000202178955078125,0.04478493332862854,1433116737536.0,lat_-33.2070228922,lon_19.2668169607,lon_19d2668169607_lat_-33d2070228922-201506,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_19d2668169607_lat_-33d2070228922-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_19d2668169607_lat_-33d2070228922-201506.tif,medium,train
2015,12,africa,EPSG:32629,block_-9_12,group_-9.43_11.53,11.532129287719727,-9.426129341125488,0.05582809448242188,0.944171905517578,0.0,0.054096199572086334,1448927952896.0,lat_11.5321288439,lon_-9.4261293574,lon_-9d4261293574_lat_11d5321288439-201512,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-9d4261293574_lat_11d5321288439-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-9d4261293574_lat_11d5321288439-201512.tif,medium,train
2015,3,africa_mtn,EPSG:32735,block_29_-28,group_29.10_-27.76,-27.76132583618164,29.1043643951416,0.019622802734375,0.9722061157226562,0.00817108154296875,0.020212266594171524,1425168007168.0,lat_-27.7613250818,lon_29.1043652042,lon_29d1043652042_lat_-27d7613250818-201503,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_29d1043652042_lat_-27d7613250818-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_29d1043652042_lat_-27d7613250818-201503.tif,medium,train
2015,4,africa,EPSG:32636,block_34_2,group_34.04_1.73,1.7334905862808228,34.044689178466804,0.04468917846679688,0.9501800537109376,0.005130767822265625,0.04305893927812576,1427846463488.0,lat_1.7334906265,lon_34.0446881915,lon_34d0446881915_lat_1d7334906265-201504,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_34d0446881915_lat_1d7334906265-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_34d0446881915_lat_1d7334906265-201504.tif,medium,train
2015,3,africa_mtn,EPSG:32735,block_26_-31,group_25.76_-30.59,-30.59320068359375,25.761720657348636,0.15243148803710938,0.8474998474121094,6.866455078125e-05,0.1063452884554863,1425168007168.0,lat_-30.5932013573,lon_25.7617204219,lon_25d7617204219_lat_-30d5932013573-201503,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_25d7617204219_lat_-30d5932013573-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_25d7617204219_lat_-30d5932013573-201503.tif,medium,train
2015,1,africa,EPSG:32636,block_32_3,group_31.53_2.51,2.5068519115448,31.52628326416016,0.07841873168945312,0.9114227294921876,0.010158538818359377,0.0793350413441658,1420070354944.0,lat_2.5068518723,lon_31.5262835859,lon_31d5262835859_lat_2d5068518723-201501,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_31d5262835859_lat_2d5068518723-201501.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_31d5262835859_lat_2d5068518723-201501.tif,medium,train
2015,10,africa,EPSG:32628,block_-13_9,group_-13.23_9.42,9.417054176330566,-13.231612205505373,0.027759552001953125,0.9722404479980468,0.0,0.028539417311549187,1443657547776.0,lat_9.4170544492,lon_-13.2316122771,lon_-13d2316122771_lat_9d4170544492-201510,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-13d2316122771_lat_9d4170544492-201510.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-13d2316122771_lat_9d4170544492-201510.tif,medium,train
2015,5,africa,EPSG:32631,block_6_14,group_5.64_14.14,14.143184661865234,5.635072231292725,0.014614105224609375,0.9853858947753906,0.0,0.015094853937625885,1430438412288.0,lat_14.1431844971,lon_5.6350723953,lon_5d6350723953_lat_14d1431844971-201505,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_5d6350723953_lat_14d1431844971-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_5d6350723953_lat_14d1431844971-201505.tif,medium,train
2015,11,africa_mtn,EPSG:32735,block_29_-32,group_28.73_-32.14,-32.14071655273437,28.72653007507324,0.0148162841796875,0.9702186584472656,0.014965057373046875,0.014807188883423804,1446336004096.0,lat_-32.1407175985,lon_28.7265307165,lon_28d7265307165_lat_-32d1407175985-201511,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_28d7265307165_lat_-32d1407175985-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_28d7265307165_lat_-32d1407175985-201511.tif,medium,train
2015,9,africa,EPSG:32632,block_10_8,group_9.72_8.21,8.209012031555176,9.715716361999512,0.0119171142578125,0.9880828857421876,0.0,0.011097821407020092,1441065598976.0,lat_8.2090124789,lon_9.7157159318,lon_9d7157159318_lat_8d2090124789-201509,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_9d7157159318_lat_8d2090124789-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_9d7157159318_lat_8d2090124789-201509.tif,low,train
2015,6,africa,EPSG:32628,block_-12_15,group_-12.37_14.85,14.85452651977539,-12.37090301513672,0.021636962890625,0.978363037109375,0.0,0.02160517126321793,1433116737536.0,lat_14.8545268985,lon_-12.3709034377,lon_-12d3709034377_lat_14d8545268985-201506,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-12d3709034377_lat_14d8545268985-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-12d3709034377_lat_14d8545268985-201506.tif,medium,train
2015,10,africa_mtn,EPSG:32735,block_26_-31,group_25.90_-30.61,-30.61370849609375,25.90353584289551,0.25211334228515625,0.7472610473632812,0.0006256103515625,0.2638949751853943,1443657547776.0,lat_-30.6137087113,lon_25.9035363851,lon_25d9035363851_lat_-30d6137087113-201510,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_25d9035363851_lat_-30d6137087113-201510.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_25d9035363851_lat_-30d6137087113-201510.tif,high,train
2015,9,africa_mtn,EPSG:32736,block_33_-28,group_32.58_-27.82,-27.82292175292969,32.58008575439453,0.09970474243164062,0.7819099426269531,0.11838531494140625,0.054777514189481735,1441065598976.0,lat_-27.8229212211,lon_32.5800872330,lon_32d5800872330_lat_-27d8229212211-201509,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_32d5800872330_lat_-27d8229212211-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_32d5800872330_lat_-27d8229212211-201509.tif,medium,train
2015,9,africa,EPSG:32630,block_-1_7,group_-0.59_6.81,6.813821792602539,-0.5851396918296814,0.013996124267578123,0.9510650634765624,0.034938812255859375,0.01356568653136492,1441065598976.0,lat_6.8138216509,lon_-0.5851396917,lon_-0d5851396917_lat_6d8138216509-201509,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-0d5851396917_lat_6d8138216509-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-0d5851396917_lat_6d8138216509-201509.tif,medium,train
2015,2,africa_mtn,EPSG:32736,block_31_-30,group_30.85_-29.65,-29.64965438842773,30.850311279296875,0.037990570068359375,0.8892669677734375,0.07274246215820312,0.04431558400392532,1422748811264.0,lat_-29.6496547292,lon_30.8503108310,lon_30d8503108310_lat_-29d6496547292-201502,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_30d8503108310_lat_-29d6496547292-201502.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_30d8503108310_lat_-29d6496547292-201502.tif,medium,train
2015,3,africa_mtn,EPSG:32735,block_26_-33,group_26.33_-32.51,-32.508411407470696,26.3276481628418,0.008544921875,0.9912948608398438,0.00016021728515625,0.010265106335282326,1425168007168.0,lat_-32.5084117607,lon_26.3276483707,lon_26d3276483707_lat_-32d5084117607-201503,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_26d3276483707_lat_-32d5084117607-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_26d3276483707_lat_-32d5084117607-201503.tif,low,train
2015,11,africa_mtn,EPSG:32735,block_26_-31,group_26.00_-31.08,-31.078598022460934,25.999225616455078,0.014286041259765625,0.9855880737304688,0.000125885009765625,0.015473361127078531,1446336004096.0,lat_-31.0785980031,lon_25.9992256636,lon_25d9992256636_lat_-31d0785980031-201511,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_25d9992256636_lat_-31d0785980031-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_25d9992256636_lat_-31d0785980031-201511.tif,medium,train
2015,11,africa,EPSG:32633,block_16_3,group_16.17_3.11,3.1107640266418457,16.165199279785153,0.01621246337890625,0.9303245544433594,0.053462982177734375,0.016245514154434204,1446336004096.0,lat_3.1107641278,lon_16.1651997780,lon_16d1651997780_lat_3d1107641278-201511,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_16d1651997780_lat_3d1107641278-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_16d1651997780_lat_3d1107641278-201511.tif,medium,train
2015,10,africa,EPSG:32628,block_-15_12,group_-15.16_11.87,11.871248245239258,-15.164057731628418,0.2804145812988281,0.7195854187011719,0.0,0.28133657574653625,1443657547776.0,lat_11.8712481179,lon_-15.1640578520,lon_-15d1640578520_lat_11d8712481179-201510,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-15d1640578520_lat_11d8712481179-201510.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-15d1640578520_lat_11d8712481179-201510.tif,high,train
2015,8,africa_mtn,EPSG:32736,block_30_-15,group_30.25_-15.12,-15.12204360961914,30.246376037597656,0.07634353637695312,0.8744926452636719,0.049163818359375,0.07765446603298187,1438387142656.0,lat_-15.1220436124,lon_30.2463751960,lon_30d2463751960_lat_-15d1220436124-201508,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_30d2463751960_lat_-15d1220436124-201508.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_30d2463751960_lat_-15d1220436124-201508.tif,medium,train
2015,7,africa,EPSG:32735,block_28_-29,group_28.05_-29.40,-29.395923614501953,28.05051231384277,0.02700424194335937,0.9624290466308594,0.01056671142578125,0.03121924586594105,1435708817408.0,lat_-29.3959241562,lon_28.0505126660,lon_28d0505126660_lat_-29d3959241562-201507,gs://surface-water-public/data/v1/jrc/africa_small/GSW_lon_28d0505126660_lat_-29d3959241562-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa_small/S1_lon_28d0505126660_lat_-29d3959241562-201507.tif,medium,train
2015,8,africa_mtn,EPSG:32734,block_24_-34,group_23.63_-33.77,-33.77324676513672,23.626447677612305,0.01025390625,0.9896774291992188,6.866455078125e-05,0.010583052411675451,1438387142656.0,lat_-33.7732452932,lon_23.6264481688,lon_23d6264481688_lat_-33d7732452932-201508,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_23d6264481688_lat_-33d7732452932-201508.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_23d6264481688_lat_-33d7732452932-201508.tif,low,train
2015,5,africa,EPSG:32631,block_1_34,group_0.91_34.37,34.37003326416016,0.9103395938873292,0.2654304504394531,0.6406097412109375,0.09395980834960938,0.2991112768650055,1430438412288.0,lat_34.3700319320,lon_0.9103396181,lon_0d9103396181_lat_34d3700319320-201505,gs://surface-water-public/data/v1/jrc/africa_small/GSW_lon_0d9103396181_lat_34d3700319320-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa_small/S1_lon_0d9103396181_lat_34d3700319320-201505.tif,high,train
2015,8,africa_mtn,EPSG:32733,block_14_-17,group_13.69_-17.23,-17.230236053466793,13.69132137298584,0.011623382568359377,0.9883766174316406,0.0,0.012081938795745371,1438387142656.0,lat_-17.2302353336,lon_13.6913216105,lon_13d6913216105_lat_-17d2302353336-201508,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_13d6913216105_lat_-17d2302353336-201508.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_13d6913216105_lat_-17d2302353336-201508.tif,low,train
2015,4,africa_mtn,EPSG:32632,block_9_8,group_8.62_7.75,7.754401206970215,8.615736961364746,0.0113983154296875,0.9131546020507812,0.07544708251953125,0.011279504746198654,1427846463488.0,lat_7.7544010004,lon_8.6157371148,lon_8d6157371148_lat_7d7544010004-201504,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_8d6157371148_lat_7d7544010004-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_8d6157371148_lat_7d7544010004-201504.tif,low,train
2015,12,africa_mtn,EPSG:32736,block_31_-2,group_30.87_-1.63,-1.6269763708114624,30.8662223815918,0.31597900390625,0.5507926940917969,0.13322830200195312,0.31809717416763306,1448927952896.0,lat_-1.6269764124,lon_30.8662223745,lon_30d8662223745_lat_-1d6269764124-201512,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_30d8662223745_lat_-1d6269764124-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_30d8662223745_lat_-1d6269764124-201512.tif,high,train
2015,7,africa_mtn,EPSG:32628,block_-15_12,group_-14.86_11.79,11.78977870941162,-14.862516403198242,0.021099090576171875,0.978900909423828,0.0,0.016336357221007347,1435708817408.0,lat_11.7897784628,lon_-14.8625159965,lon_-14d8625159965_lat_11d7897784628-201507,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_-14d8625159965_lat_11d7897784628-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_-14d8625159965_lat_11d7897784628-201507.tif,medium,train
2015,11,africa,EPSG:32629,block_-8_33,group_-8.12_33.11,33.11083221435547,-8.119462013244629,0.01274871826171875,0.986797332763672,0.000453948974609375,0.014080455526709557,1446336004096.0,lat_33.1108339382,lon_-8.1194617362,lon_-8d1194617362_lat_33d1108339382-201511,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-8d1194617362_lat_33d1108339382-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-8d1194617362_lat_33d1108339382-201511.tif,low,train
2015,3,africa,EPSG:32735,block_26_-34,group_25.55_-33.87,-33.87021255493164,25.552059173583984,0.17944717407226562,0.8204841613769531,6.866455078125e-05,0.18430256843566892,1425168007168.0,lat_-33.8702116907,lon_25.5520599158,lon_25d5520599158_lat_-33d8702116907-201503,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_25d5520599158_lat_-33d8702116907-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_25d5520599158_lat_-33d8702116907-201503.tif,high,train
2015,5,africa,EPSG:32633,block_16_31,group_16.10_31.24,31.24248504638672,16.095603942871097,0.09954071044921876,0.8916091918945312,0.00885009765625,0.09367287904024124,1430438412288.0,lat_31.2424842003,lon_16.0956044418,lon_16d0956044418_lat_31d2424842003-201505,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_16d0956044418_lat_31d2424842003-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_16d0956044418_lat_31d2424842003-201505.tif,medium,train
2015,5,africa_mtn,EPSG:32735,block_29_-28,group_29.35_-28.09,-28.09426498413086,29.34796714782715,0.010295867919921877,0.947246551513672,0.04245758056640625,0.011385486461222172,1430438412288.0,lat_-28.0942650467,lon_29.3479679748,lon_29d3479679748_lat_-28d0942650467-201505,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_29d3479679748_lat_-28d0942650467-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_29d3479679748_lat_-28d0942650467-201505.tif,low,train
2015,3,africa,EPSG:32735,block_27_-33,group_27.03_-32.55,-32.54769897460937,27.026647567749023,0.008846282958984375,0.9718742370605468,0.01927947998046875,0.01035594753921032,1425168007168.0,lat_-32.5476972592,lon_27.0266470791,lon_27d0266470791_lat_-32d5476972592-201503,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_27d0266470791_lat_-32d5476972592-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_27d0266470791_lat_-32d5476972592-201503.tif,low,train
2015,11,africa_mtn,EPSG:32734,block_20_-31,group_20.27_-30.88,-30.884803771972656,20.26924133300781,0.00942230224609375,0.9905776977539062,0.0,0.01082529593259096,1446336004096.0,lat_-30.8848036011,lon_20.2692418752,lon_20d2692418752_lat_-30d8848036011-201511,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_20d2692418752_lat_-30d8848036011-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_20d2692418752_lat_-30d8848036011-201511.tif,low,train
2015,3,africa,EPSG:32636,block_31_27,group_31.31_27.12,27.12431526184082,31.31101417541504,0.09072113037109376,0.9043045043945312,0.004974365234375,0.10193946957588196,1425168007168.0,lat_27.1243150251,lon_31.3110137406,lon_31d3110137406_lat_27d1243150251-201503,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_31d3110137406_lat_27d1243150251-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_31d3110137406_lat_27d1243150251-201503.tif,medium,train
2015,9,africa,EPSG:32735,block_29_-32,group_28.73_-31.56,-31.56463432312012,28.733699798583984,0.0408782958984375,0.9589729309082032,0.000148773193359375,0.04705597460269928,1441065598976.0,lat_-31.5646342720,lon_28.7337002389,lon_28d7337002389_lat_-31d5646342720-201509,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_28d7337002389_lat_-31d5646342720-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_28d7337002389_lat_-31d5646342720-201509.tif,medium,train
2015,10,africa,EPSG:32628,block_-13_12,group_-13.27_12.04,12.039191246032715,-13.267619132995605,0.012401580810546877,0.9875984191894532,0.0,0.0127481110394001,1443657547776.0,lat_12.0391912035,lon_-13.2676194164,lon_-13d2676194164_lat_12d0391912035-201510,gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-13d2676194164_lat_12d0391912035-201510.tif,gs://surface-water-public/data/v1/sentinel_1/africa/S1_lon_-13d2676194164_lat_12d0391912035-201510.tif,low,train
2015,4,africa_mtn,EPSG:32736,block_30_-15,group_30.20_-14.91,-14.909284591674805,30.20461654663086,0.052032470703125,0.9476089477539062,0.00035858154296875,0.053036380559206016,1427846463488.0,lat_-14.9092844288,lon_30.2046170800,lon_30d2046170800_lat_-14d9092844288-201504,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_30d2046170800_lat_-14d9092844288-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_30d2046170800_lat_-14d9092844288-201504.tif,medium,train
2015,8,africa_mtn,EPSG:32628,block_-14_12,group_-14.18_11.92,11.918800354003904,-14.175067901611328,0.029266357421875,0.970733642578125,0.0,0.029372133314609524,1438387142656.0,lat_11.9188000364,lon_-14.1750675601,lon_-14d1750675601_lat_11d9188000364-201508,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_-14d1750675601_lat_11d9188000364-201508.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_-14d1750675601_lat_11d9188000364-201508.tif,medium,train
2015,8,africa_mtn,EPSG:32735,block_26_-31,group_26.13_-31.27,-31.26622009277344,26.127216339111328,0.05308151245117188,0.9466323852539062,0.000286102294921875,0.04451240599155426,1438387142656.0,lat_-31.2662197289,lon_26.1272161462,lon_26d1272161462_lat_-31d2662197289-201508,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_26d1272161462_lat_-31d2662197289-201508.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_26d1272161462_lat_-31d2662197289-201508.tif,medium,train
2015,7,africa_mtn,EPSG:32735,block_28_-29,group_28.48_-29.09,-29.086015701293945,28.47789764404297,0.027347564697265625,0.9725494384765624,0.000102996826171875,0.01889506354928017,1435708817408.0,lat_-29.0860157335,lon_28.4778982526,lon_28d4778982526_lat_-29d0860157335-201507,gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_28d4778982526_lat_-29d0860157335-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/S1_lon_28d4778982526_lat_-29d0860157335-201507.tif,medium,train
